scanning 11719921 files with 12 workers
  8770000/11719921  28325 files/s
  8780000/11719921  28308 files/s
  8790000/11719921  28310 files/s
  8800000/11719921  28313 files/s
  8810000/11719921  28315 files/s
  8820000/11719921  28295 files/s
  8830000/11719921  28286 files/s
  8840000/11719921  28286 files/s
  8850000/11719921  28292 files/s
  8860000/11719921  28298 files/s
  8870000/11719921  28303 files/s
  8880000/11719921  28284 files/s
  8890000/11719921  28283 files/s
  8900000/11719921  28284 files/s
  8910000/11719921  28287 files/s
  8920000/11719921  28268 files/s
  8930000/11719921  28270 files/s
  8940000/11719921  28271 files/s
  8950000/11719921  28272 files/s
  8960000/11719921  28247 files/s
  8970000/11719921  28250 files/s
  8980000/11719921  28256 files/s
  8990000/11719921  28263 files/s
  9000000/11719921  28267 files/s
  9010000/11719921  28252 files/s
  9020000/11719921  28255 files/s
  9030000/11719921  28258 files/s
  9040000/11719921  28236 files/s
  9050000/11719921  28235 files/s
  9060000/11719921  28229 files/s
  9070000/11719921  28210 files/s
  9080000/11719921  28210 files/s
  9090000/11719921  28206 files/s
  9100000/11719921  28213 files/s
  9110000/11719921  28200 files/s
  9120000/11719921  28209 files/s
  9130000/11719921  28219 files/s
  9140000/11719921  28228 files/s
  9150000/11719921  28235 files/s
  9160000/11719921  28244 files/s
  9170000/11719921  28229 files/s
  9180000/11719921  28238 files/s
  9190000/11719921  28246 files/s
  9200000/11719921  28247 files/s
  9210000/11719921  28231 files/s
  9220000/11719921  28239 files/s
  9230000/11719921  28248 files/s
  9240000/11719921  28250 files/s
  9250000/11719921  28254 files/s
  9260000/11719921  28235 files/s
  9270000/11719921  28237 files/s
  9280000/11719921  28240 files/s
  9290000/11719921  28244 files/s
  9300000/11719921  28248 files/s
  9310000/11719921  28229 files/s
  9320000/11719921  28237 files/s
  9330000/11719921  28244 files/s
  9340000/11719921  28244 files/s
  9350000/11719921  28223 files/s
  9360000/11719921  28200 files/s
  9370000/11719921  28200 files/s
  9380000/11719921  28203 files/s
  9390000/11719921  28206 files/s
  9400000/11719921  28188 files/s
  9410000/11719921  28190 files/s
  9420000/11719921  28194 files/s
  9430000/11719921  28197 files/s
  9440000/11719921  28199 files/s
  9450000/11719921  28175 files/s
  9460000/11719921  28177 files/s
  9470000/11719921  28181 files/s
  9480000/11719921  28187 files/s
  9490000/11719921  28192 files/s
  9500000/11719921  28171 files/s
  9510000/11719921  28182 files/s
  9520000/11719921  28192 files/s
  9530000/11719921  28203 files/s
  9540000/11719921  28213 files/s
  9550000/11719921  28223 files/s
  9560000/11719921  28234 files/s
  9570000/11719921  28221 files/s
  9580000/11719921  28222 files/s
  9590000/11719921  28220 files/s
  9600000/11719921  28222 files/s
  9610000/11719921  28225 files/s
  9620000/11719921  28204 files/s
  9630000/11719921  28207 files/s
  9640000/11719921  28211 files/s
  9650000/11719921  28217 files/s
  9660000/11719921  28218 files/s
  9670000/11719921  28202 files/s
  9680000/11719921  28205 files/s
  9690000/11719921  28207 files/s
  9700000/11719921  28173 files/s
  9710000/11719921  28177 files/s
  9720000/11719921  28179 files/s
  9730000/11719921  28161 files/s
  9740000/11719921  28165 files/s
  9750000/11719921  28170 files/s
  9760000/11719921  28172 files/s
  9770000/11719921  28148 files/s
  9780000/11719921  28150 files/s
  9790000/11719921  28153 files/s
  9800000/11719921  28137 files/s
  9810000/11719921  28140 files/s
  9820000/11719921  28147 files/s
  9830000/11719921  28154 files/s
  9840000/11719921  28160 files/s
  9850000/11719921  28145 files/s
  9860000/11719921  28149 files/s
  9870000/11719921  28153 files/s
  9880000/11719921  28134 files/s
  9890000/11719921  28139 files/s
  9900000/11719921  28140 files/s
  9910000/11719921  28137 files/s
  9920000/11719921  28141 files/s
  9930000/11719921  28142 files/s
  9940000/11719921  28122 files/s
  9950000/11719921  28126 files/s
  9960000/11719921  28130 files/s
  9970000/11719921  28137 files/s
  9980000/11719921  28118 files/s
  9990000/11719921  28120 files/s
  10000000/11719921  28123 files/s
  10010000/11719921  28104 files/s
  10020000/11719921  28108 files/s
  10030000/11719921  28117 files/s
  10040000/11719921  28126 files/s
  10050000/11719921  28128 files/s
  10060000/11719921  28117 files/s
  10070000/11719921  28127 files/s
  10080000/11719921  28137 files/s
  10090000/11719921  28147 files/s
  10100000/11719921  28151 files/s
  10110000/11719921  28131 files/s
  10120000/11719921  28133 files/s
  10130000/11719921  28133 files/s
  10140000/11719921  28138 files/s
  10150000/11719921  28144 files/s
  10160000/11719921  28128 files/s
  10170000/11719921  28134 files/s
  10180000/11719921  28140 files/s
  10190000/11719921  28135 files/s
  10200000/11719921  28116 files/s
  10210000/11719921  28126 files/s
  10220000/11719921  28136 files/s
  10230000/11719921  28145 files/s
  10240000/11719921  28155 files/s
  10250000/11719921  28162 files/s
  10260000/11719921  28148 files/s
  10270000/11719921  28153 files/s
  10280000/11719921  28161 files/s
  10290000/11719921  28168 files/s
  10300000/11719921  28172 files/s
  10310000/11719921  28155 files/s
  10320000/11719921  28158 files/s
  10330000/11719921  28162 files/s
  10340000/11719921  28160 files/s
  10350000/11719921  28164 files/s
  10360000/11719921  28168 files/s
  10370000/11719921  28148 files/s
  10380000/11719921  28150 files/s
  10390000/11719921  28151 files/s
  10400000/11719921  28152 files/s
  10410000/11719921  28122 files/s
  10420000/11719921  28125 files/s
  10430000/11719921  28108 files/s
  10440000/11719921  28111 files/s
  10450000/11719921  28111 files/s
  10460000/11719921  28089 files/s
  10470000/11719921  28092 files/s
  10480000/11719921  28101 files/s
  10490000/11719921  28110 files/s
  10500000/11719921  28098 files/s
  10510000/11719921  28106 files/s
  10520000/11719921  28114 files/s
  10530000/11719921  28120 files/s
  10540000/11719921  28124 files/s
  10550000/11719921  28091 files/s
  10560000/11719921  28095 files/s
  10570000/11719921  28100 files/s
  10580000/11719921  28099 files/s
  10590000/11719921  28096 files/s
  10600000/11719921  28066 files/s
  10610000/11719921  28068 files/s
  10620000/11719921  28070 files/s
  10630000/11719921  28077 files/s
  10640000/11719921  28085 files/s
  10650000/11719921  28093 files/s
  10660000/11719921  28100 files/s
  10670000/11719921  28086 files/s
  10680000/11719921  28087 files/s
  10690000/11719921  28089 files/s
  10700000/11719921  28093 files/s
  10710000/11719921  28101 files/s
  10720000/11719921  28108 files/s
  10730000/11719921  28116 files/s
  10740000/11719921  28097 files/s
  10750000/11719921  28092 files/s
  10760000/11719921  28098 files/s
  10770000/11719921  28103 files/s
  10780000/11719921  28087 files/s
  10790000/11719921  28092 files/s
  10800000/11719921  28096 files/s
  10810000/11719921  28100 files/s
  10820000/11719921  28105 files/s
  10830000/11719921  28110 files/s
  10840000/11719921  28092 files/s
  10850000/11719921  28094 files/s
  10860000/11719921  28095 files/s
  10870000/11719921  28098 files/s
  10880000/11719921  28075 files/s
  10890000/11719921  28078 files/s
  10900000/11719921  28080 files/s
  10910000/11719921  28082 files/s
  10920000/11719921  28064 files/s
  10930000/11719921  28066 files/s
  10940000/11719921  28069 files/s
  10950000/11719921  28076 files/s
  10960000/11719921  28057 files/s
  10970000/11719921  28063 files/s
  10980000/11719921  28067 files/s
  10990000/11719921  28054 files/s
  11000000/11719921  28057 files/s
  11010000/11719921  28061 files/s
  11020000/11719921  28058 files/s
  11030000/11719921  28045 files/s
  11040000/11719921  28051 files/s
  11050000/11719921  28057 files/s
  11060000/11719921  28062 files/s
  11070000/11719921  28047 files/s
  11080000/11719921  28055 files/s
  11090000/11719921  28062 files/s
  11100000/11719921  28071 files/s
  11110000/11719921  28078 files/s
  11120000/11719921  28083 files/s
  11130000/11719921  28067 files/s
  11140000/11719921  28071 files/s
  11150000/11719921  28070 files/s
  11160000/11719921  28057 files/s
  11170000/11719921  28062 files/s
  11180000/11719921  28069 files/s
  11190000/11719921  28075 files/s
  11200000/11719921  28080 files/s
  11210000/11719921  28067 files/s
  11220000/11719921  28073 files/s
  11230000/11719921  28080 files/s
  11240000/11719921  28084 files/s
  11250000/11719921  28066 files/s
  11260000/11719921  28068 files/s
  11270000/11719921  28071 files/s
  11280000/11719921  28076 files/s
  11290000/11719921  28057 files/s
  11300000/11719921  28063 files/s
  11310000/11719921  28069 files/s
  11320000/11719921  28075 files/s
  11330000/11719921  28079 files/s
  11340000/11719921  28057 files/s
  11350000/11719921  28058 files/s
  11360000/11719921  28061 files/s
  11370000/11719921  28063 files/s
  11380000/11719921  28066 files/s
  11390000/11719921  28069 files/s
  11400000/11719921  28071 files/s
  11410000/11719921  28052 files/s
  11420000/11719921  28049 files/s
  11430000/11719921  28047 files/s
  11440000/11719921  28046 files/s
  11450000/11719921  28026 files/s
  11460000/11719921  28023 files/s
  11470000/11719921  28008 files/s
  11480000/11719921  28009 files/s
  11490000/11719921  28010 files/s
  11500000/11719921  27990 files/s
  11510000/11719921  27991 files/s
  11520000/11719921  27991 files/s
  11530000/11719921  27974 files/s
  11540000/11719921  27975 files/s
  11550000/11719921  27976 files/s
  11560000/11719921  27978 files/s
  11570000/11719921  27960 files/s
  11580000/11719921  27960 files/s
  11590000/11719921  27967 files/s
  11600000/11719921  27973 files/s
  11610000/11719921  27980 files/s
  11620000/11719921  27988 files/s
  11630000/11719921  27995 files/s
  11640000/11719921  27974 files/s
  11650000/11719921  27969 files/s
  11660000/11719921  27963 files/s
  11670000/11719921  27965 files/s
  11680000/11719921  27947 files/s
  11690000/11719921  27945 files/s
  11700000/11719921  27928 files/s
  11710000/11719921  27930 files/s
wrote out/llm_guided_metrics.json
{
  "root": "/home/odessa/AIingFuzzyVM/out/llm_guided",
  "tests_total": 11719896,
  "tests_with_code": 11424573,
  "unique_bytecodes": 3146151,
  "dedup_rate": 0.268445,
  "total_opcodes": 2596014857,
  "avg_opcodes_per_test": 227.23,
  "unique_ngrams_n3": 378188,
  "unique_ngrams_n5": 1210019,
  "top_opcodes": [
    {
      "op": "PUSH1",
      "count": 1049060527
    },
    {
      "op": "PUSH2",
      "count": 265347503
    },
    {
      "op": "MSTORE",
      "count": 260615069
    },
    {
      "op": "PUSH32",
      "count": 235269571
    },
    {
      "op": "TLOAD",
      "count": 181410644
    },
    {
      "op": "MSTORE8",
      "count": 139392603
    },
    {
      "op": "TSTORE",
      "count": 102108554
    },
    {
      "op": "PUSH3",
      "count": 75584588
    },
    {
      "op": "DUP1",
      "count": 55263728
    },
    {
      "op": "CALL",
      "count": 25398112
    },
    {
      "op": "PUSH4",
      "count": 25390277
    },
    {
      "op": "CALLCODE",
      "count": 25087994
    },
    {
      "op": "STATICCALL",
      "count": 21568882
    },
    {
      "op": "PUSH8",
      "count": 15582863
    },
    {
      "op": "PUSH20",
      "count": 14871112
    },
    {
      "op": "MSIZE",
      "count": 8917274
    },
    {
      "op": "SSTORE",
      "count": 8455976
    },
    {
      "op": "JUMPI",
      "count": 7614708
    },
    {
      "op": "JUMP",
      "count": 7381582
    },
    {
      "op": "STOP",
      "count": 5440039
    },
    {
      "op": "RETURNDATASIZE",
      "count": 4614946
    },
    {
      "op": "KECCAK256",
      "count": 4591967
    },
    {
      "op": "RETURNDATACOPY",
      "count": 4324614
    },
    {
      "op": "PUSH31",
      "count": 4212480
    },
    {
      "op": "MLOAD",
      "count": 2774057
    },
    {
      "op": "GAS",
      "count": 2701673
    },
    {
      "op": "CREATE",
      "count": 2696454
    },
    {
      "op": "DUP5",
      "count": 2167570
    },
    {
      "op": "SDIV",
      "count": 2054414
    },
    {
      "op": "DIV",
      "count": 1567576
    }
  ],
  "scan_duration_s": 419.65,
  "files_scanned": 11719921
}
